production_id,production_date,site,machine_id,operator_team,temperature,pressure,production_duration,material_type,quality_score,defect,production_month,production_day,production_weekday,production_hour,production_shift,temperature_deviation,pressure_deviation
PRD-000644,2024-07-06 22:33:00,Lyon,M-02,Team B,74.19,5.45,36.45,Alloy,88.71,0,7,6,Saturday,22,Night,4.189999999999998,0.4500000000000002
PRD-000645,2024-07-06 23:16:00,Lyon,M-02,Team C,76.61,4.62,35.07,Composite,94.85,0,7,6,Saturday,23,Night,6.609999999999999,0.3799999999999999
PRD-000646,2024-07-07 04:48:00,Lyon,M-02,Team A,69.71,5.4,43.19,Composite,96.13,0,7,7,Sunday,4,Night,0.29000000000000625,0.40000000000000036
PRD-000647,2024-07-07 17:35:00,Limoges,M-06,Team C,62.43,3.46,47.31,Alloy,74.71,1,7,7,Sunday,17,Afternoon,7.57,1.54
PRD-000648,2024-07-07 18:11:00,Lyon,M-01,Team A,60.57,4.75,54.7,Alloy,88.99,0,7,7,Sunday,18,Afternoon,9.43,0.25
PRD-000649,2024-07-08 04:36:00,Lyon,M-01,Team B,67.8,5.76,34.43,Composite,88.95,0,7,8,Monday,4,Night,2.200000000000003,0.7599999999999998
PRD-000650,2024-07-08 09:23:00,Lyon,M-01,Team A,57.34,4.89,40.46,Alloy,86.0,0,7,8,Monday,9,Morning,12.659999999999997,0.11000000000000032
PRD-000651,2024-07-08 22:26:00,Limoges,M-06,Team D,80.33,4.46,57.41,Ceramic,72.97,1,7,8,Monday,22,Night,10.329999999999998,0.54
PRD-000652,2024-07-09 01:18:00,Lyon,M-02,Team B,73.5,4.57,63.78,Ceramic,87.23,0,7,9,Tuesday,1,Night,3.5,0.4299999999999997
PRD-000653,2024-07-09 15:10:00,Besancon,M-07,Team C,69.39,3.03,35.06,Composite,95.65,0,7,9,Tuesday,15,Afternoon,0.6099999999999994,1.9700000000000002
PRD-000654,2024-07-10 14:18:00,Lyon,M-02,Team B,64.63,4.34,40.09,Precious metal,86.9,0,7,10,Wednesday,14,Afternoon,5.3700000000000045,0.6600000000000001
PRD-000655,2024-07-10 23:21:00,Limoges,M-05,Team B,75.55,5.69,46.05,Composite,91.68,0,7,10,Wednesday,23,Night,5.549999999999997,0.6900000000000004
PRD-000656,2024-07-11 08:57:00,Limoges,M-05,Team A,64.41,4.62,41.38,Precious metal,93.06,0,7,11,Thursday,8,Morning,5.590000000000003,0.3799999999999999
PRD-000657,2024-07-11 14:34:00,Limoges,M-04,Team D,63.51,4.7,39.93,Precious metal,92.67,0,7,11,Thursday,14,Afternoon,6.490000000000002,0.2999999999999998
PRD-000658,2024-07-12 02:44:00,Lyon,M-01,Team C,69.94,3.48,44.96,Alloy,91.72,0,7,12,Friday,2,Night,0.060000000000002274,1.52
PRD-000659,2024-07-12 07:25:00,Besancon,M-08,Team A,69.79,3.94,55.4,Alloy,94.46,0,7,12,Friday,7,Morning,0.20999999999999375,1.06
PRD-000660,2024-07-12 10:35:00,Besancon,M-07,Team C,75.93,5.77,37.52,Ceramic,89.72,0,7,12,Friday,10,Morning,5.930000000000007,0.7699999999999996
PRD-000661,2024-07-12 17:33:00,Lyon,M-01,Team B,75.7,5.4,59.99,Ceramic,90.9,0,7,12,Friday,17,Afternoon,5.700000000000003,0.40000000000000036
PRD-000662,2024-07-13 02:02:00,Lyon,M-02,Team A,75.83,4.16,43.4,Ceramic,76.1,1,7,13,Saturday,2,Night,5.829999999999998,0.8399999999999999
PRD-000663,2024-07-13 06:01:00,Besancon,M-07,Team B,72.7,4.59,45.77,Alloy,96.43,0,7,13,Saturday,6,Morning,2.700000000000003,0.41000000000000014
PRD-000664,2024-07-13 12:26:00,Limoges,M-04,Team A,74.11,4.98,55.73,Alloy,98.29,0,7,13,Saturday,12,Morning,4.109999999999999,0.019999999999999574
PRD-000665,2024-07-13 21:24:00,Lyon,M-01,Team A,66.01,4.22,44.76,Ceramic,87.66,0,7,13,Saturday,21,Afternoon,3.989999999999995,0.7800000000000002
PRD-000666,2024-07-13 21:59:00,Lyon,M-03,Team C,62.53,3.7,40.62,Composite,83.71,0,7,13,Saturday,21,Afternoon,7.469999999999999,1.2999999999999998
PRD-000667,2024-07-14 05:02:00,Limoges,M-04,Team A,65.31,4.9,48.75,Composite,93.88,0,7,14,Sunday,5,Night,4.689999999999998,0.09999999999999964
PRD-000668,2024-07-14 09:39:00,Limoges,M-04,Team D,64.61,5.37,44.61,Precious metal,81.04,1,7,14,Sunday,9,Morning,5.390000000000001,0.3700000000000001
PRD-000669,2024-07-14 22:36:00,Limoges,M-05,Team C,66.91,5.38,47.17,Alloy,98.22,0,7,14,Sunday,22,Night,3.0900000000000034,0.3799999999999999
PRD-000670,2024-07-15 03:29:00,Besancon,M-08,Team D,64.21,5.57,46.36,Ceramic,93.53,0,7,15,Monday,3,Night,5.790000000000006,0.5700000000000003
PRD-000671,2024-07-15 04:45:00,Limoges,M-06,Team C,68.6,3.99,52.89,Precious metal,95.7,0,7,15,Monday,4,Night,1.4000000000000057,1.0099999999999998
PRD-000672,2024-07-15 06:38:00,Lyon,M-03,Team D,75.22,5.04,31.85,Composite,97.36,0,7,15,Monday,6,Morning,5.219999999999999,0.040000000000000036
PRD-000673,2024-07-16 11:46:00,Limoges,M-04,Team B,77.72,4.83,34.89,Composite,95.82,0,7,16,Tuesday,11,Morning,7.719999999999999,0.16999999999999993
PRD-000674,2024-07-16 13:28:00,Lyon,M-02,Team B,61.43,4.94,36.73,Ceramic,79.99,1,7,16,Tuesday,13,Morning,8.57,0.05999999999999961
PRD-000675,2024-07-16 14:36:00,Lyon,M-01,Team B,62.8,4.86,42.55,Alloy,87.79,0,7,16,Tuesday,14,Afternoon,7.200000000000003,0.13999999999999968
PRD-000676,2024-07-16 15:41:00,Lyon,M-02,Team D,66.28,4.57,33.76,Precious metal,92.22,0,7,16,Tuesday,15,Afternoon,3.719999999999999,0.4299999999999997
PRD-000677,2024-07-16 19:20:00,Lyon,M-01,Team A,73.48,3.04,37.47,Composite,90.91,0,7,16,Tuesday,19,Afternoon,3.480000000000004,1.96
PRD-000678,2024-07-17 17:40:00,Limoges,M-04,Team C,67.73,5.76,34.14,Composite,91.89,0,7,17,Wednesday,17,Afternoon,2.269999999999996,0.7599999999999998
PRD-000679,2024-07-18 10:14:00,Lyon,M-03,Team C,68.23,5.21,59.84,Ceramic,92.0,0,7,18,Thursday,10,Morning,1.769999999999996,0.20999999999999996
PRD-000680,2024-07-19 01:49:00,Limoges,M-04,Team B,72.53,4.04,40.07,Ceramic,96.5,0,7,19,Friday,1,Night,2.530000000000001,0.96
PRD-000681,2024-07-19 14:56:00,Limoges,M-05,Team D,75.17,5.31,32.71,Alloy,89.72,0,7,19,Friday,14,Afternoon,5.170000000000002,0.3099999999999996
PRD-000682,2024-07-19 15:09:00,Limoges,M-04,Team B,68.7,4.71,44.99,Composite,95.57,0,7,19,Friday,15,Afternoon,1.2999999999999972,0.29000000000000004
PRD-000683,2024-07-19 20:40:00,Besancon,M-08,Team A,64.96,4.73,61.49,Ceramic,91.87,0,7,19,Friday,20,Afternoon,5.040000000000006,0.2699999999999996
PRD-000684,2024-07-20 08:50:00,Besancon,M-08,Team C,69.3,4.5,42.07,Alloy,90.5,0,7,20,Saturday,8,Morning,0.7000000000000028,0.5
PRD-000685,2024-07-20 21:07:00,Limoges,M-05,Team B,68.99,5.35,47.69,Ceramic,89.75,0,7,20,Saturday,21,Afternoon,1.0100000000000051,0.34999999999999964
PRD-000686,2024-07-21 00:49:00,Lyon,M-03,Team A,70.75,4.48,56.33,Precious metal,87.1,0,7,21,Sunday,0,Night,0.75,0.5199999999999996
PRD-000687,2024-07-21 07:10:00,Limoges,M-05,Team A,67.54,4.29,55.03,Ceramic,92.95,0,7,21,Sunday,7,Morning,2.4599999999999937,0.71
PRD-000688,2024-07-21 18:14:00,Limoges,M-04,Team A,68.33000000000001,5.74,51.4,Ceramic,91.18,0,7,21,Sunday,18,Afternoon,1.6699999999999875,0.7400000000000002
PRD-000689,2024-07-21 22:56:00,Lyon,M-01,Team C,70.8,4.88,38.34,Composite,91.11,0,7,21,Sunday,22,Night,0.7999999999999972,0.1200000000000001
PRD-000690,2024-07-21 23:53:00,Lyon,M-01,Team D,74.89,4.9,46.65,Composite,86.65,0,7,21,Sunday,23,Night,4.890000000000001,0.09999999999999964
PRD-000691,2024-07-22 00:32:00,Lyon,M-01,Team B,76.45,5.45,32.11,Composite,92.69,0,7,22,Monday,0,Night,6.450000000000003,0.4500000000000002
PRD-000692,2024-07-22 21:17:00,Limoges,M-04,Team A,71.19,4.57,41.01,Precious metal,92.47,0,7,22,Monday,21,Afternoon,1.1899999999999977,0.4299999999999997
PRD-000693,2024-07-23 18:30:00,Lyon,M-01,Team B,66.87,4.7,54.45,Alloy,89.8,0,7,23,Tuesday,18,Afternoon,3.1299999999999955,0.2999999999999998
PRD-000694,2024-07-23 19:02:00,Lyon,M-02,Team D,75.81,5.2,56.42,Precious metal,74.27,1,7,23,Tuesday,19,Afternoon,5.810000000000002,0.20000000000000018
PRD-000695,2024-07-23 19:37:00,Besancon,M-07,Team C,75.12,4.0,49.5,Precious metal,89.93,0,7,23,Tuesday,19,Afternoon,5.1200000000000045,1.0
PRD-000696,2024-07-23 20:18:00,Besancon,M-08,Team B,82.74,5.14,32.57,Ceramic,91.37,0,7,23,Tuesday,20,Afternoon,12.739999999999995,0.13999999999999968
PRD-000697,2024-07-23 20:48:00,Lyon,M-02,Team A,72.01,4.51,33.33,Composite,91.67,0,7,23,Tuesday,20,Afternoon,2.010000000000005,0.4900000000000002
PRD-000698,2024-07-23 21:16:00,Besancon,M-08,Team D,72.83,5.56,37.56,Alloy,88.75,0,7,23,Tuesday,21,Afternoon,2.8299999999999983,0.5599999999999996
PRD-000699,2024-07-24 01:18:00,Lyon,M-02,Team D,71.91,5.36,46.63,Ceramic,92.61,0,7,24,Wednesday,1,Night,1.9099999999999966,0.3600000000000003
PRD-000700,2024-07-24 04:56:00,Besancon,M-08,Team A,68.68,5.27,33.0,Alloy,96.34,0,7,24,Wednesday,4,Night,1.3199999999999932,0.2699999999999996
PRD-000701,2024-07-24 07:12:00,Besancon,M-07,Team D,71.35,3.96,41.03,Alloy,92.15,0,7,24,Wednesday,7,Morning,1.3499999999999943,1.04
PRD-000702,2024-07-24 09:50:00,Lyon,M-01,Team A,71.03,4.93,60.14,Precious metal,92.74,0,7,24,Wednesday,9,Morning,1.0300000000000011,0.07000000000000028
PRD-000703,2024-07-25 00:30:00,Besancon,M-08,Team A,71.91,4.23,46.21,Alloy,91.22,0,7,25,Thursday,0,Night,1.9099999999999966,0.7699999999999996
PRD-000704,2024-07-25 01:30:00,Besancon,M-08,Team C,75.2,4.98,44.75,Composite,89.73,0,7,25,Thursday,1,Night,5.200000000000003,0.019999999999999574
PRD-000705,2024-07-25 18:29:00,Besancon,M-07,Team B,74.31,3.5,34.86,Alloy,87.68,0,7,25,Thursday,18,Afternoon,4.310000000000002,1.5
PRD-000706,2024-07-25 23:17:00,Besancon,M-08,Team B,66.79,4.0,34.89,Ceramic,86.55,0,7,25,Thursday,23,Night,3.2099999999999937,1.0
PRD-000707,2024-07-26 06:04:00,Limoges,M-05,Team D,68.5,5.77,38.17,Ceramic,95.93,0,7,26,Friday,6,Morning,1.5,0.7699999999999996
PRD-000708,2024-07-26 17:09:00,Lyon,M-01,Team D,62.62,5.24,29.56,Alloy,78.81,1,7,26,Friday,17,Afternoon,7.380000000000003,0.2400000000000002
PRD-000709,2024-07-26 17:28:00,Besancon,M-07,Team A,81.34,4.77,43.6,Composite,90.5,0,7,26,Friday,17,Afternoon,11.340000000000003,0.23000000000000043
PRD-000710,2024-07-26 20:17:00,Limoges,M-06,Team C,68.19,4.41,49.07,Precious metal,93.17,0,7,26,Friday,20,Afternoon,1.8100000000000023,0.5899999999999999
PRD-000711,2024-07-26 20:29:00,Limoges,M-06,Team C,76.03,4.3,40.28,Ceramic,92.15,0,7,26,Friday,20,Afternoon,6.030000000000001,0.7000000000000002
PRD-000712,2024-07-28 01:55:00,Lyon,M-01,Team C,70.94,5.13,47.18,Precious metal,91.17,0,7,28,Sunday,1,Night,0.9399999999999977,0.1299999999999999
PRD-000713,2024-07-28 02:32:00,Limoges,M-06,Team D,72.58,4.78,54.75,Composite,91.23,0,7,28,Sunday,2,Night,2.5799999999999983,0.21999999999999975
PRD-000714,2024-07-28 03:02:00,Lyon,M-03,Team C,71.39,6.01,58.66,Composite,75.7,1,7,28,Sunday,3,Night,1.3900000000000006,1.0099999999999998
PRD-000715,2024-07-28 15:46:00,Limoges,M-04,Team A,64.7,4.88,49.16,Alloy,99.47,0,7,28,Sunday,15,Afternoon,5.299999999999997,0.1200000000000001
PRD-000716,2024-07-29 02:14:00,Lyon,M-03,Team A,66.96,5.04,41.6,Alloy,96.09,0,7,29,Monday,2,Night,3.0400000000000063,0.040000000000000036
PRD-000717,2024-07-29 04:33:00,Limoges,M-05,Team D,79.19,4.1,51.9,Precious metal,89.91,0,7,29,Monday,4,Night,9.189999999999998,0.9000000000000004
PRD-000718,2024-07-29 08:29:00,Besancon,M-08,Team D,69.79,4.77,53.81,Composite,97.07,0,7,29,Monday,8,Morning,0.20999999999999375,0.23000000000000043
PRD-000719,2024-07-29 09:45:00,Limoges,M-05,Team A,76.05,5.12,31.94,Ceramic,95.73,0,7,29,Monday,9,Morning,6.049999999999997,0.1200000000000001
PRD-000720,2024-07-29 11:30:00,Limoges,M-05,Team A,77.4,4.76,54.86,Composite,86.58,0,7,29,Monday,11,Morning,7.400000000000006,0.2400000000000002
PRD-000721,2024-07-29 12:39:00,Lyon,M-01,Team C,67.36,4.68,38.64,Alloy,92.07,0,7,29,Monday,12,Morning,2.6400000000000006,0.3200000000000003
PRD-000722,2024-07-29 21:40:00,Besancon,M-07,Team A,74.9,5.21,38.72,Composite,78.16,1,7,29,Monday,21,Afternoon,4.900000000000006,0.20999999999999996
PRD-000723,2024-07-30 00:44:00,Limoges,M-05,Team A,70.43,5.98,40.16,Alloy,80.23,1,7,30,Tuesday,0,Night,0.4300000000000068,0.9800000000000004
PRD-000724,2024-07-30 04:53:00,Lyon,M-03,Team D,65.98,5.09,48.56,Precious metal,91.73,0,7,30,Tuesday,4,Night,4.019999999999996,0.08999999999999986
PRD-000725,2024-07-30 10:28:00,Lyon,M-03,Team D,71.04,5.74,34.11,Alloy,92.28,0,7,30,Tuesday,10,Morning,1.0400000000000063,0.7400000000000002
PRD-000726,2024-07-30 10:54:00,Lyon,M-03,Team D,75.06,5.4,40.72,Alloy,90.49,0,7,30,Tuesday,10,Morning,5.060000000000002,0.40000000000000036
PRD-000727,2024-07-30 14:16:00,Limoges,M-05,Team C,67.61,5.7,47.2,Composite,95.22,0,7,30,Tuesday,14,Afternoon,2.3900000000000006,0.7000000000000002
PRD-000728,2024-07-30 16:40:00,Besancon,M-08,Team B,67.51,4.6,44.75,Alloy,88.33,0,7,30,Tuesday,16,Afternoon,2.489999999999995,0.40000000000000036
PRD-000729,2024-07-31 05:08:00,Limoges,M-05,Team D,69.3,4.87,49.05,Precious metal,92.02,0,7,31,Wednesday,5,Night,0.7000000000000028,0.1299999999999999
PRD-000730,2024-07-31 08:52:00,Lyon,M-03,Team B,82.98,4.87,40.41,Composite,70.38,1,7,31,Wednesday,8,Morning,12.980000000000004,0.1299999999999999
PRD-000731,2024-07-31 12:39:00,Besancon,M-07,Team A,63.16,5.36,48.55,Alloy,88.08,0,7,31,Wednesday,12,Morning,6.840000000000003,0.3600000000000003
PRD-000732,2024-08-01 04:52:00,Lyon,M-01,Team D,72.11,5.52,51.45,Alloy,93.09,0,8,1,Thursday,4,Night,2.1099999999999994,0.5199999999999996
PRD-000733,2024-08-02 07:45:00,Besancon,M-08,Team C,67.88,5.08,53.97,Precious metal,93.62,0,8,2,Friday,7,Morning,2.1200000000000045,0.08000000000000007
PRD-000734,2024-08-02 08:45:00,Lyon,M-02,Team D,67.07,5.57,46.42,Composite,91.23,0,8,2,Friday,8,Morning,2.930000000000007,0.5700000000000003
PRD-000735,2024-08-03 04:04:00,Limoges,M-05,Team A,68.76,4.63,53.51,Precious metal,95.85,0,8,3,Saturday,4,Night,1.2399999999999949,0.3700000000000001
PRD-000736,2024-08-03 04:06:00,Besancon,M-08,Team D,72.67,5.58,49.97,Alloy,82.05,1,8,3,Saturday,4,Night,2.6700000000000017,0.5800000000000001
PRD-000737,2024-08-03 04:26:00,Lyon,M-03,Team C,75.77,5.66,67.41,Precious metal,89.5,0,8,3,Saturday,4,Night,5.769999999999996,0.6600000000000001
PRD-000738,2024-08-03 09:47:00,Limoges,M-04,Team C,69.77,5.44,57.74,Ceramic,93.13,0,8,3,Saturday,9,Morning,0.23000000000000398,0.4400000000000004
PRD-000739,2024-08-03 14:41:00,Besancon,M-08,Team D,74.88,5.09,42.29,Composite,91.05,0,8,3,Saturday,14,Afternoon,4.8799999999999955,0.08999999999999986
PRD-000740,2024-08-04 02:29:00,Lyon,M-02,Team B,77.0,5.46,40.71,Ceramic,93.09,0,8,4,Sunday,2,Night,7.0,0.45999999999999996
PRD-000741,2024-08-04 04:25:00,Lyon,M-03,Team C,76.25,4.42,40.91,Alloy,87.67,0,8,4,Sunday,4,Night,6.25,0.5800000000000001
PRD-000742,2024-08-04 08:15:00,Limoges,M-06,Team C,68.16,5.13,43.35,Precious metal,98.64,0,8,4,Sunday,8,Morning,1.8400000000000034,0.1299999999999999
PRD-000743,2024-08-04 09:40:00,Lyon,M-02,Team C,72.97,5.2,50.09,Precious metal,95.88,0,8,4,Sunday,9,Morning,2.969999999999999,0.20000000000000018
PRD-000744,2024-08-04 11:17:00,Lyon,M-03,Team D,74.6,4.14,42.4,Ceramic,87.73,0,8,4,Sunday,11,Morning,4.599999999999994,0.8600000000000003
PRD-000745,2024-08-04 17:16:00,Limoges,M-05,Team C,65.96,5.31,55.54,Precious metal,89.22,0,8,4,Sunday,17,Afternoon,4.040000000000006,0.3099999999999996
PRD-000746,2024-08-04 19:02:00,Besancon,M-08,Team A,61.04,4.19,31.88,Alloy,91.36,0,8,4,Sunday,19,Afternoon,8.96,0.8099999999999996
PRD-000747,2024-08-05 09:03:00,Lyon,M-02,Team A,59.88,4.72,29.94,Alloy,75.53,1,8,5,Monday,9,Morning,10.119999999999997,0.28000000000000025
PRD-000748,2024-08-06 00:43:00,Lyon,M-02,Team D,70.76,5.03,41.92,Alloy,95.37,0,8,6,Tuesday,0,Night,0.7600000000000051,0.03000000000000025
PRD-000749,2024-08-06 02:56:00,Besancon,M-07,Team D,74.25,4.53,41.26,Ceramic,76.93,1,8,6,Tuesday,2,Night,4.25,0.46999999999999975
PRD-000750,2024-08-06 05:29:00,Limoges,M-06,Team D,64.85,5.05,32.93,Alloy,96.95,0,8,6,Tuesday,5,Night,5.150000000000006,0.04999999999999982
PRD-000751,2024-08-06 13:11:00,Besancon,M-08,Team A,74.64,5.04,42.9,Ceramic,92.57,0,8,6,Tuesday,13,Morning,4.640000000000001,0.040000000000000036
PRD-000752,2024-08-06 18:40:00,Limoges,M-04,Team B,69.59,4.47,36.91,Alloy,100.0,0,8,6,Tuesday,18,Afternoon,0.4099999999999966,0.5300000000000002
PRD-000753,2024-08-06 23:52:00,Besancon,M-07,Team C,79.72,5.37,43.08,Composite,92.34,0,8,6,Tuesday,23,Night,9.719999999999999,0.3700000000000001
PRD-000754,2024-08-07 16:37:00,Limoges,M-05,Team C,72.13,4.5,38.04,Composite,88.57,0,8,7,Wednesday,16,Afternoon,2.1299999999999955,0.5
PRD-000755,2024-08-07 20:24:00,Lyon,M-03,Team A,66.46,6.49,38.69,Composite,96.97,0,8,7,Wednesday,20,Afternoon,3.5400000000000063,1.4900000000000002
PRD-000756,2024-08-07 23:31:00,Besancon,M-07,Team C,75.08,4.93,42.96,Alloy,95.66,0,8,7,Wednesday,23,Night,5.079999999999998,0.07000000000000028
PRD-000757,2024-08-08 02:17:00,Limoges,M-05,Team A,73.68,4.24,51.11,Composite,92.47,0,8,8,Thursday,2,Night,3.680000000000007,0.7599999999999998
PRD-000758,2024-08-08 02:29:00,Lyon,M-03,Team B,69.15,4.36,54.77,Alloy,94.04,0,8,8,Thursday,2,Night,0.8499999999999943,0.6399999999999997
PRD-000759,2024-08-08 04:29:00,Lyon,M-02,Team A,62.9,5.75,44.18,Composite,87.18,0,8,8,Thursday,4,Night,7.100000000000001,0.75
PRD-000760,2024-08-08 07:45:00,Limoges,M-06,Team A,71.52,4.73,44.8,Composite,87.73,0,8,8,Thursday,7,Morning,1.519999999999996,0.2699999999999996
PRD-000761,2024-08-08 09:46:00,Lyon,M-02,Team A,65.2,4.11,46.53,Ceramic,91.0,0,8,8,Thursday,9,Morning,4.799999999999997,0.8899999999999997
PRD-000762,2024-08-08 12:17:00,Lyon,M-03,Team D,77.83,5.55,46.85,Alloy,94.83,0,8,8,Thursday,12,Morning,7.829999999999998,0.5499999999999998
PRD-000763,2024-08-08 14:10:00,Lyon,M-03,Team C,69.88,4.73,46.12,Composite,94.67,0,8,8,Thursday,14,Afternoon,0.12000000000000455,0.2699999999999996
PRD-000764,2024-08-08 19:27:00,Limoges,M-05,Team D,79.17,5.42,56.61,Precious metal,80.93,1,8,8,Thursday,19,Afternoon,9.170000000000002,0.41999999999999993
PRD-000765,2024-08-09 02:48:00,Lyon,M-01,Team B,58.45,5.61,27.89,Composite,93.59,0,8,9,Friday,2,Night,11.549999999999997,0.6100000000000003
PRD-000766,2024-08-09 21:12:00,Limoges,M-05,Team B,70.9,5.18,44.12,Precious metal,93.52,0,8,9,Friday,21,Afternoon,0.9000000000000057,0.17999999999999972
PRD-000767,2024-08-10 06:15:00,Lyon,M-01,Team B,76.93,6.56,48.71,Precious metal,78.88,1,8,10,Saturday,6,Morning,6.930000000000007,1.5599999999999996
PRD-000768,2024-08-10 10:25:00,Lyon,M-02,Team C,65.77,3.88,42.79,Alloy,95.62,0,8,10,Saturday,10,Morning,4.230000000000004,1.12
PRD-000769,2024-08-10 15:15:00,Limoges,M-04,Team B,67.97,4.47,35.49,Composite,92.35,0,8,10,Saturday,15,Afternoon,2.030000000000001,0.5300000000000002
PRD-000770,2024-08-10 16:10:00,Lyon,M-02,Team C,68.3,4.83,37.61,Ceramic,92.6,0,8,10,Saturday,16,Afternoon,1.7000000000000028,0.16999999999999993
PRD-000771,2024-08-10 22:17:00,Limoges,M-05,Team D,66.64,6.47,54.45,Ceramic,90.55,0,8,10,Saturday,22,Night,3.3599999999999994,1.4699999999999998
PRD-000772,2024-08-11 08:21:00,Lyon,M-01,Team D,70.77,6.17,36.94,Alloy,70.78,1,8,11,Sunday,8,Morning,0.769999999999996,1.17
PRD-000773,2024-08-11 09:17:00,Lyon,M-01,Team A,62.76,5.84,31.96,Precious metal,91.41,0,8,11,Sunday,9,Morning,7.240000000000002,0.8399999999999999
PRD-000774,2024-08-11 15:09:00,Lyon,M-02,Team B,69.82,4.48,49.85,Composite,94.99,0,8,11,Sunday,15,Afternoon,0.18000000000000682,0.5199999999999996
PRD-000775,2024-08-12 12:00:00,Limoges,M-04,Team A,71.48,4.56,46.67,Alloy,93.21,0,8,12,Monday,12,Morning,1.480000000000004,0.4400000000000004
PRD-000776,2024-08-12 15:07:00,Lyon,M-03,Team A,70.88,4.46,47.07,Ceramic,93.82,0,8,12,Monday,15,Afternoon,0.8799999999999955,0.54
PRD-000777,2024-08-12 16:34:00,Besancon,M-08,Team C,64.0,4.49,40.68,Ceramic,91.31,0,8,12,Monday,16,Afternoon,6.0,0.5099999999999998
PRD-000778,2024-08-12 17:48:00,Lyon,M-03,Team B,77.36,5.97,42.09,Composite,84.35,0,8,12,Monday,17,Afternoon,7.359999999999999,0.9699999999999998
PRD-000779,2024-08-13 07:50:00,Limoges,M-04,Team C,72.6,4.84,55.72,Precious metal,97.22,0,8,13,Tuesday,7,Morning,2.5999999999999943,0.16000000000000014
PRD-000780,2024-08-13 16:33:00,Limoges,M-06,Team A,65.59,4.93,30.08,Alloy,91.46,0,8,13,Tuesday,16,Afternoon,4.409999999999997,0.07000000000000028
PRD-000781,2024-08-14 06:25:00,Lyon,M-02,Team D,63.67,5.5,35.49,Ceramic,89.49,0,8,14,Wednesday,6,Morning,6.329999999999998,0.5
PRD-000782,2024-08-14 12:52:00,Limoges,M-05,Team D,65.25,3.92,37.98,Composite,81.03,1,8,14,Wednesday,12,Morning,4.75,1.08
PRD-000783,2024-08-14 13:03:00,Lyon,M-01,Team B,72.34,5.03,47.79,Ceramic,95.99,0,8,14,Wednesday,13,Morning,2.3400000000000034,0.03000000000000025
PRD-000784,2024-08-15 00:02:00,Limoges,M-05,Team D,71.63,4.29,44.03,Ceramic,93.26,0,8,15,Thursday,0,Night,1.6299999999999955,0.71
PRD-000785,2024-08-16 00:39:00,Lyon,M-03,Team A,76.11,4.81,48.14,Alloy,93.97,0,8,16,Friday,0,Night,6.109999999999999,0.1900000000000004
PRD-000786,2024-08-16 04:13:00,Besancon,M-07,Team C,71.0,4.62,51.71,Alloy,89.19,0,8,16,Friday,4,Night,1.0,0.3799999999999999
PRD-000787,2024-08-16 06:16:00,Besancon,M-07,Team D,67.89,4.59,50.23,Ceramic,78.14,1,8,16,Friday,6,Morning,2.1099999999999994,0.41000000000000014
PRD-000788,2024-08-16 12:03:00,Lyon,M-02,Team D,75.18,5.15,50.48,Precious metal,95.73,0,8,16,Friday,12,Morning,5.180000000000007,0.15000000000000036
PRD-000789,2024-08-17 00:40:00,Limoges,M-05,Team D,67.32,5.14,50.18,Ceramic,76.59,1,8,17,Saturday,0,Night,2.680000000000007,0.13999999999999968
PRD-000790,2024-08-17 03:24:00,Besancon,M-07,Team B,73.67,4.86,43.08,Alloy,89.69,0,8,17,Saturday,3,Night,3.6700000000000017,0.13999999999999968
PRD-000791,2024-08-17 12:59:00,Lyon,M-02,Team D,62.34,5.24,32.65,Composite,91.58,0,8,17,Saturday,12,Morning,7.659999999999997,0.2400000000000002
PRD-000792,2024-08-17 13:10:00,Besancon,M-07,Team C,69.74,4.44,37.78,Precious metal,93.38,0,8,17,Saturday,13,Morning,0.2600000000000051,0.5599999999999996
PRD-000793,2024-08-17 18:24:00,Limoges,M-04,Team A,74.05,5.44,37.19,Ceramic,94.06,0,8,17,Saturday,18,Afternoon,4.049999999999997,0.4400000000000004
PRD-000794,2024-08-18 05:37:00,Besancon,M-07,Team A,68.98,4.87,41.81,Alloy,89.36,0,8,18,Sunday,5,Night,1.019999999999996,0.1299999999999999
PRD-000795,2024-08-18 10:55:00,Besancon,M-07,Team C,76.94,4.69,44.86,Composite,83.8,0,8,18,Sunday,10,Morning,6.939999999999998,0.3099999999999996
PRD-000796,2024-08-18 15:04:00,Lyon,M-03,Team C,59.88,4.48,36.41,Ceramic,92.95,0,8,18,Sunday,15,Afternoon,10.119999999999997,0.5199999999999996
PRD-000797,2024-08-18 17:05:00,Limoges,M-06,Team B,68.09,4.84,43.58,Composite,89.94,0,8,18,Sunday,17,Afternoon,1.9099999999999966,0.16000000000000014
PRD-000798,2024-08-18 20:04:00,Limoges,M-05,Team D,69.31,6.22,36.0,Alloy,90.14,0,8,18,Sunday,20,Afternoon,0.6899999999999977,1.2199999999999998
PRD-000799,2024-08-19 00:31:00,Lyon,M-01,Team C,78.56,4.96,34.45,Alloy,84.82,0,8,19,Monday,0,Night,8.560000000000002,0.040000000000000036
PRD-000800,2024-08-19 10:33:00,Lyon,M-02,Team B,64.32,4.26,43.0,Ceramic,94.25,0,8,19,Monday,10,Morning,5.680000000000007,0.7400000000000002
PRD-000801,2024-08-19 12:16:00,Besancon,M-08,Team B,72.69,5.6,34.04,Composite,93.35,0,8,19,Monday,12,Morning,2.6899999999999977,0.5999999999999996
